NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
G4768159Q,Meghan,Calhaun,CalM@gmail.co.uk,1992-05-14,33024,Male,White,Nonreligious,Married-civ-spouse,401.9
F6319472R,Tom,Battistone,BT@outlook.co.uk,1977-04-20,33414,Male,White,Unknown,Married-civ-spouse,427.31
S0665976D,Marshall,Melendy,Marsha@gmail.com,1988-02-28,33410,Female,White,Unknown,Never-married,401.9
S5340042F,Jerald,Gucwa,GucJeral@outlook.co.uk,1991-11-28,32080,Male,White,Unknown,Never-married,250.00
F9823146M,Alexandrea,Jusko,JuskoAle@live.gov,1987-04-10,33133,Female,White,Christian,Divorced,250.00
S3514624E,Manuel,Fesler,Fe@live.gov,1963-05-27,32092,Male,White,Unknown,Married-civ-spouse,401.9
T0512674F,Quentin,Climes,Qu@outlook.co.uk,1953-10-25,34997,Male,White,,Married-civ-spouse,401.9
F0958918W,Aimee,Askiew,Aski@gmail.co.uk,1990-12-10,33716,Female,White,Unknown,Divorced,401.9
F7447705N,Kane,Ferrarotti,Ferr@gmail.com,1995-05-04,32164,Male,White,,Never-married,401.1
T2590852Z,Tristan,Henslin,HenslTri@live.co.uk,1971-12-17,33931,Male,White,Unknown,Married-civ-spouse,250.00
T1988332I,Monique,Nev,NevM@gmail.com,1987-06-13,33445,Female,White,Unknown,Never-married,272.4
T7811915B,Brayden,Casilles,Brayde@live.co.uk,1944-08-31,34434,Male,White,Unknown,Married-civ-spouse,250.00
F8256289M,Cheyanne,Ocejo,OcejoCheya@gmail.com,1965-04-06,33063,Male,White,,Married-spouse-absent,V58.69
F3327054L,Jovanny,Ifill,IfiJovanny@hotmail.com,1995-08-26,33067,Male,White,Unknown,Married-spouse-absent,530.81
T4728832J,Stefan,Metzel,MetSte@gmail.com,1978-12-17,32177,Female,Black,,Divorced,V70.0
T1376555C,Katelin,Salge,SaKatelin@hotmail.co.uk,1978-01-01,32303,Female,White,Unknown,Married-civ-spouse,401.1
T2093932Z,Johnathan,Cerveny,Ce@hotmail.co.uk,1970-10-18,32824,Male,White,Unknown,Married-civ-spouse,272.4
T9470642D,Roland,Demonbreun,DemonbreRolan@outlook.gov,1985-01-17,32256,Male,White,Unknown,Divorced,V70.0
G5916286K,Makenna,Iopa,Makenn@outlook.gov,1948-02-12,32177,Female,Black,,Separated,401.1
G9481037W,Latasha,Dea,La@outlook.gov,1973-06-06,32210,Male,White,,Married-civ-spouse,401.1
S0344600Z,Eddy,Garich,GariEdd@gmail.com,1995-02-05,33611,Male,White,,Never-married,401.9
F9792761T,Orion,Schaffner,S@gmail.co.uk,1972-05-10,32792,Male,White,,Married-civ-spouse,250.00
S4585015C,Brea,Kaltz,KaltzBr@gmail.com,1960-06-22,32953,Male,White,Unknown,Married-civ-spouse,272.4
F8321793Q,Sonny,Kies,KSonn@gmail.co.uk,1996-09-04,34287,Male,White,Nonreligious,Never-married,401.9
T5053930Z,Autumn,Byrdsong,A@live.com,1980-10-11,32210,Male,White,,Married-civ-spouse,244.9
F0732530N,Reese,Schwartz,SchwReese@hotmail.co.uk,1995-05-27,33936,Female,White,Unknown,Never-married,244.9
T7936060J,Tyrell,Larmett,Tyrel@gmail.co.uk,1995-04-19,33139,Female,Black,Nonreligious,Never-married,401.9
G2250876T,Larissa,Loiacona,LoiacLari@hotmail.com,1964-03-06,34232,Male,White,,Married-civ-spouse,250.00
T6459509A,Jaron,Garfinkle,@outlook.com,1960-03-23,33765,Male,White,,Married-civ-spouse,401.1
T2510212F,Dylon,Hirstein,HiDy@live.gov,1964-03-07,33173,Female,White,Unknown,Widowed,311
S9580156J,Monica,Galjour,GaljourMo@gmail.com,1965-05-25,33411,Male,White,Unknown,Married-civ-spouse,244.9
F5690809U,Kane,Blimka,BlimKane@outlook.com,1987-05-15,34683,Male,White,Nonreligious,Divorced,250.00
G2760603L,Bobbie,Boule,BouB@hotmail.co.uk,1980-12-23,33410,Male,Black,Unknown,Never-married,V70.0
F6533908X,Joe,Fitzhugh,FitzhuJ@gmail.co.uk,1987-01-14,33414,Male,White,,Married-civ-spouse,V70.0
F9535821R,Layla,Domek,DomL@outlook.co.uk,1995-01-15,33458,Female,White,Unknown,Never-married,401.9
G4321413Q,Chandler,Gover,GChandler@hotmail.gov,1958-01-12,32164,Male,White,Unknown,Married-civ-spouse,311
T2743293Z,Lorraine,Crisler,CrisLorraine@live.com,1979-08-14,33853,Male,White,Jewish,Never-married,401.9
G2254277W,Tevin,Launelez,LauneleT@gmail.com,1966-09-03,33162,Female,Black,,Divorced,401.1
F8334865T,Johnathan,Vanis,Johnath@outlook.com,1986-08-16,32811,Male,White,Unknown,Never-married,V58.69
F5733848L,Edgardo,Patague,PatagueEd@hotmail.com,1987-06-03,33928,Male,Black,Unknown,Never-married,530.81
T5527464I,Nathanial,Abelardo,AbelarNathanial@gmail.com,1968-02-15,32907,Male,White,Nonreligious,Married-civ-spouse,427.31
F0782555L,Kendal,Mirbaha,MirbaKenda@hotmail.gov,1966-03-15,34229,Male,White,Unknown,Married-civ-spouse,250.00
S8019194D,Lizeth,Marmas,Lizet@hotmail.gov,1977-12-21,33909,Female,White,Unknown,Married-civ-spouse,250.00
S6230883D,Andy,Keat,Ke@outlook.com,1981-05-19,33019,Male,White,Unknown,Married-civ-spouse,272.4
F3602653R,Ruby,Janice,JaR@live.co.uk,1962-03-18,33544,Male,White,Nonreligious,Married-civ-spouse,244.9
S7972452A,Tory,Isidoro,IsidTory@outlook.co.uk,1992-03-22,33957,Female,White,Unknown,Married-civ-spouse,401.1
S5816184E,Donald,Meyerman,Me@gmail.com,1996-12-28,32566,Male,White,,Never-married,427.31
F9026983Q,Jalisa,Yamkosumpa,Yamkosumpa@outlook.com,1986-09-24,34741,Male,American Indian,,Married-civ-spouse,272.4
S5986168I,McKenzie,Nowosielski,NowMcK@hotmail.co.uk,1997-01-11,32130,Female,Asian,Unknown,Never-married,272.4
S7888819I,Serena,Handshaw,HandshaSeren@gmail.co.uk,1990-01-29,32309,Male,Black,Christian,Never-married,401.9
T9000143D,Vivian,Palms,Pal@outlook.com,1978-07-25,32024,Male,White,Unknown,Married-civ-spouse,401.1
T5766636F,Sawyer,Ekstrand,Ekstrand@live.co.uk,1991-11-13,33611,Female,White,Unknown,Never-married,244.9
T4908771C,Hayden,Mehringer,@hotmail.co.uk,1983-07-31,34219,Male,White,Nonreligious,Divorced,250.00
T0994190H,Wendy,Shugars,ShugarsW@hotmail.gov,1956-03-27,33137,Male,White,Church of God,Married-civ-spouse,250.00
G7422038W,Martha,Loots,LootsMartha@gmail.com,1986-05-20,33054,Male,White,Roman Catholic,Never-married,V70.0
G4313154X,Camden,Joynson,JoyCamd@gmail.com,1986-12-16,33467,Male,White,Unknown,Never-married,250.00
T5624547B,Jamil,Duplessis,DuplessiJami@gmail.com,1997-02-28,33033,Female,White,Unknown,Never-married,V70.0
F3911512M,Christy,Savcedo,SChri@gmail.com,1993-07-18,33056,Male,White,Christian,Never-married,250.00
S5175101I,Maya,Welz,M@hotmail.com,1989-06-01,33322,Male,White,Roman Catholic,Married-civ-spouse,V70.0
G0858356X,Malik,Urraca,UMalik@outlook.co.uk,1996-06-10,34601,Male,White,Unknown,Never-married,244.9
F6134859W,Meranda,Booton,M@live.com,1977-09-25,32058,Male,White,,Married-civ-spouse,250.00
S9256083Z,Kristina,Malvern,MKristi@outlook.co.uk,1983-06-11,32060,Male,White,Unknown,Married-civ-spouse,V70.0
G4874923L,Anna,Moutray,MoutrA@gmail.co.uk,1951-11-08,32570,Male,White,,Married-civ-spouse,401.1
T3316461J,Adam,Henneberger,@gmail.com,1982-10-19,33825,Male,White,Christian,Married-civ-spouse,401.9
F1847312R,Cecelia,Rosenstein,RC@live.gov,1996-12-18,33418,Female,White,Nonreligious,Never-married,401.9
T2849181F,Darius,Palmucci,PalmucDari@hotmail.co.uk,1993-07-06,34238,Male,White,,Never-married,311
G4405722X,Trace,Liddicoat,Trac@hotmail.com,1991-02-05,32168,Male,White,Unknown,Never-married,401.1
G4396805W,Marquise,Wimbush,WiMarquise@outlook.gov,1988-09-21,32765,Female,White,Presbyterian,Never-married,401.9
S3462879C,Tyree,Ghosten,Gho@gmail.com,1985-08-23,34243,Male,White,Lutheran,Never-married,427.31
G4104657X,Darryl,Zaffino,ZaffiDarry@hotmail.co.uk,1988-11-19,33565,Male,White,Unknown,Never-married,427.31
G8873199U,Sharon,Papantonio,PSh@outlook.gov,1979-09-10,34606,Female,White,Roman Catholic,Divorced,311
F4148851N,Alysha,Whitsitt,WhitsAlys@live.com,1964-02-03,32808,Male,White,Unknown,Married-civ-spouse,427.31
T5934810H,Emmett,Beddow,BedEm@outlook.gov,1950-07-03,32771,Female,Black,Christian,Widowed,272.4
T7187244J,Ismael,Steans,StIsm@gmail.com,1985-07-25,32818,Male,White,Unknown,Never-married,427.31
S6859293C,Infant,Divito,Infan@outlook.co.uk,1979-05-20,33579,Male,White,Unknown,Married-civ-spouse,272.4
G3959855T,Fred,Takeshita,Takes@hotmail.com,1971-05-05,33619,Male,White,Unknown,Married-civ-spouse,401.9
T6394118B,Brianna,Weller,WelleBri@outlook.gov,1971-01-21,33778,Male,White,Unknown,Divorced,272.4
G3474029K,Mandy,Prunty,PruntyMan@outlook.com,1972-05-01,33034,Male,White,,Married-civ-spouse,530.81
T4400899H,Maegan,Boaldin,BoaMaeg@hotmail.co.uk,1984-08-15,32825,Male,White,Unknown,Divorced,401.9
T4724870A,Selina,Paeth,PS@gmail.com,1981-05-14,32643,Male,White,Unknown,Married-civ-spouse,401.9
F3222807X,Jean,Tillett,TillettJean@hotmail.com,1963-03-13,33175,Male,White,Other,Divorced,V70.0
F5720184M,Tyron,Currey,CurreTyr@outlook.gov,1962-08-15,32820,Male,White,Nonreligious,Married-civ-spouse,311
S9642516C,Warren,Eschief,Esch@live.gov,1973-02-13,34711,Male,White,Nonreligious,Married-civ-spouse,401.9
F7754594T,Bronson,Cutrer,CutBr@hotmail.co.uk,1986-03-28,33850,Male,White,,Never-married,250.00
T6649193E,Shauna,Bassin,BassinSha@outlook.gov,1967-12-31,32221,Male,White,,Divorced,272.4
F9686156R,Rusty,Nead,NeRust@gmail.com,1964-05-13,33782,Male,White,Unknown,Married-civ-spouse,250.00
G1158235N,Reginald,Mad,MRegi@hotmail.gov,1996-08-02,33470,Female,White,Presbyterian,Never-married,272.4
T5805895E,Beatriz,Louck,LouBeat@outlook.com,1956-07-25,33617,Male,White,Unknown,Married-civ-spouse,401.1
F2810033R,Shantel,Beckius,BeckiusShan@outlook.co.uk,1971-10-24,33018,Male,White,,Divorced,272.4
G5079247K,Ivan,Eyles,EI@hotmail.gov,1968-12-02,33484,Male,White,Nonreligious,Married-civ-spouse,401.1
S5624447F,Liliana,Walmsley,WalmLili@gmail.com,1988-06-26,32217,Male,White,Unknown,Married-civ-spouse,244.9
F1303874X,Shakira,Lauby,LaSh@live.gov,1955-07-16,33543,Male,White,Unknown,Married-civ-spouse,272.4
T0699052E,Aidan,Grattan,GAid@live.com,1968-02-20,32327,Male,White,Protestant,Married-civ-spouse,530.81
S3126192I,Isaias,Leones,LeoI@outlook.co.uk,1984-07-02,32810,Male,White,Christian,Married-civ-spouse,401.9
F2866898T,Alexandra,Malet,MaleA@hotmail.co.uk,1989-11-19,33196,Male,White,Other,Never-married,272.4
T3981233I,Gilberto,Yero,YeGilbert@live.co.uk,1978-10-20,32810,Male,White,,Married-civ-spouse,272.4
S3788986E,Frankie,Scarpaci,SFran@outlook.co.uk,1983-03-03,32907,Male,Other,Christian,Married-spouse-absent,250.00
T5408090E,Aiden,Schroder,ScAi@outlook.gov,1973-12-30,33169,Female,White,Lutheran,Divorced,401.1
G9027563K,Domonique,Swearengen,Domon@live.gov,1980-02-26,33579,Male,White,Nonreligious,Separated,530.81
S2574505A,Dulce,Amann,AmannDulce@hotmail.co.uk,1978-08-13,32583,Male,White,,Married-civ-spouse,311
S9099592H,Michaela,Talton,TaltMi@live.co.uk,1992-08-02,33016,Female,White,Methodist,Never-married,401.9
G5975046K,Tyree,Bagnoli,BagnoTyre@outlook.co.uk,1994-05-09,33498,Male,White,Christian,Never-married,401.1
T7989591A,Kaycee,Talib,TaliK@live.co.uk,1986-06-24,34982,Male,White,Unknown,Never-married,V58.69
T4545018Z,Dimitri,Bottomley,BottomleDim@hotmail.com,1961-12-02,32789,Male,White,Nonreligious,Married-civ-spouse,401.1
G7336819R,Lily,Robair,Robair@live.co.uk,1970-10-25,33135,Male,White,,Married-civ-spouse,V70.0
S7933627J,Johnnie,Mathson,MathsoJohn@outlook.gov,1977-11-19,33868,Male,White,Unknown,Married-civ-spouse,530.81
S8886554E,Jonathon,Wetherbee,WetheJon@outlook.co.uk,1966-07-02,33035,Male,White,Unknown,Married-civ-spouse,272.4
T3934994I,Elise,Weidmann,Weidmann@gmail.com,1982-02-23,32465,Female,White,Nonreligious,Married-spouse-absent,272.4
F4808345P,Joey,Rudduck,Rudduck@outlook.gov,1969-09-30,32514,Male,White,Unknown,Married-civ-spouse,272.4
T3449210G,Rickey,Mensick,MeR@hotmail.co.uk,1970-08-12,33991,Male,White,,Married-civ-spouse,401.1
F8580905U,Ali,Costanzi,CostanzAli@gmail.com,1993-04-08,32137,Male,White,Unknown,Never-married,272.4
G0571797M,Jessy,Yearick,Jes@outlook.com,1973-02-17,33176,Female,White,Unknown,Divorced,250.00
T9263093E,Stacie,Peredz,PereStac@live.gov,1971-06-11,33014,Male,White,,Divorced,530.81
F5635404L,Cassie,Hislip,HislCass@gmail.com,1961-08-29,33868,Male,White,Unknown,Married-civ-spouse,401.9
T3830964A,Brandi,Snowdeal,SnowBran@gmail.com,1948-12-27,34690,Male,White,,Married-civ-spouse,401.9
S3082189J,Jaimie,Vanecek,VaneceJaimi@hotmail.gov,1977-06-22,33404,Male,White,Unknown,Married-civ-spouse,244.9
T3698402C,Braydon,Amentler,A@gmail.com,1977-02-03,34212,Female,White,Jewish,Divorced,272.4
S1971310E,Celina,Ayon,Celin@hotmail.com,1979-09-16,33415,Male,White,Unknown,Never-married,272.4
S4517781E,Devante,Oliveira,OliveiraDevante@live.co.uk,1997-11-28,33830,Male,White,Unknown,Never-married,427.31
S9836744F,Brittani,Cianfrani,CianfrBri@outlook.gov,1996-12-25,32080,Male,White,,Never-married,V58.69
S4698145F,Edgar,Sinegal,SineEdgar@outlook.co.uk,1967-02-03,33433,Female,White,Unknown,Married-spouse-absent,V70.0
F3801518N,Janae,Velis,VJa@outlook.gov,1983-05-23,32073,Male,White,Unknown,Married-civ-spouse,250.00
S1082838D,Tara,Elzie,ElziT@live.com,1995-10-14,32087,Male,White,,Never-married,V70.0
F4794233X,Nataly,Podsiad,PodsNataly@live.co.uk,1944-07-17,34683,Male,White,Unknown,Married-civ-spouse,311
G7865734X,Damaris,Rodwell,Damaris@outlook.gov,1958-08-20,34461,Male,White,,Widowed,244.9
F6316560M,Abel,Protzman,PAbel@hotmail.co.uk,1973-01-09,32134,Male,Black,Nonreligious,Never-married,401.9
T5314786J,Jerrod,Kasuba,KasubJerr@outlook.gov,1954-03-07,32405,Female,Black,Baptist,Separated,V70.0
S6214887Z,Abraham,Calvani,C@live.co.uk,1995-05-09,33193,Male,White,,Never-married,401.1
F4871014W,Tonya,Mcfaddin,McfaTo@outlook.com,1990-11-22,32835,Male,White,Unknown,Married-civ-spouse,401.1
S5564720H,Angela,Pollman,PollmanAngel@hotmail.gov,1989-01-06,34135,Male,White,Unknown,Married-civ-spouse,401.9
S8112924Z,Ramiro,Jessick,Jessick@outlook.com,1982-11-17,34476,Male,White,,Married-civ-spouse,427.31
S0076113C,Jessie,Parmele,J@hotmail.gov,1967-01-03,33967,Female,White,Unknown,Divorced,401.1
T0722519I,Davin,Deguire,Da@gmail.co.uk,1988-01-10,34450,Female,White,,Never-married,V58.69
T8606930Z,Reggie,Birkenhagen,BirkenR@outlook.gov,1982-08-31,32225,Male,Black,Roman Catholic,Married-civ-spouse,530.81
T7114304Z,Laurie,Freedland,FreedlanLaur@gmail.com,1987-12-31,34293,Female,White,Unknown,Married-civ-spouse,401.9
G0475894M,Iris,Shuckhart,ShuckIris@outlook.com,1958-09-20,34613,Male,White,,Married-civ-spouse,272.4
T5372530I,Ted,Ciervo,CiTe@outlook.gov,1971-09-05,33618,Female,White,Christian,Divorced,530.81
F8176822Q,Sidney,Jolliff,JoS@hotmail.com,1969-12-05,32317,Female,White,Unknown,Never-married,V58.69
T5612059I,Reina,Farrare,FaRein@live.com,1963-10-31,32765,Male,White,Baptist,Married-civ-spouse,V58.69
S1681555A,Blake,Savas,SaBl@gmail.com,1964-11-02,33908,Male,White,Unknown,Married-civ-spouse,272.4
S2367276F,Enrique,Presser,PresseE@outlook.com,1969-12-17,33712,Female,White,Unknown,Divorced,272.4
T2416673B,Angie,Keuper,KAng@live.com,1980-09-13,32084,Male,White,Unknown,Married-civ-spouse,401.9
F9617247T,Jada,Baddeley,BaddeleyJad@outlook.com,1968-12-12,32803,Male,White,,Married-civ-spouse,401.1
S6203475J,Alejandra,Quenzel,Aleja@outlook.com,1981-01-13,34741,Male,White,,Married-civ-spouse,V70.0
S9599309E,Holden,Crivello,CrHol@gmail.com,1967-08-01,33762,Male,White,,Married-civ-spouse,530.81
S9211912B,Carter,Trometter,Tromet@hotmail.gov,1973-01-30,33186,Male,White,Baptist,Married-civ-spouse,250.00
S1795085A,Liza,Leverentz,LeverentzLiz@gmail.com,1983-03-02,33860,Male,White,Unknown,Married-civ-spouse,401.1
T3833928A,Keri,Evartt,EKer@live.co.uk,1967-01-23,32514,Male,White,Unknown,Married-civ-spouse,272.4
S3079301C,Teresa,Borquez,BorquezTeres@hotmail.com,1999-07-15,32839,Male,White,,Never-married,250.00
G2162904U,Darien,Stramel,Darien@outlook.com,1988-12-07,32462,Female,White,Unknown,Divorced,401.9
G5600679Q,Alfredo,Ashland,As@hotmail.com,1991-01-04,32221,Male,White,,Never-married,401.1
G1803532N,Brandon,Caple,CaBran@live.com,1947-12-11,32514,Male,White,Unknown,Married-civ-spouse,401.9
G3576248P,Alyssa,Corpuz,CorpAlyss@live.gov,1975-06-22,34203,Male,White,,Divorced,V58.69
F6729599N,Trevor,Larcade,LarcadeTrevo@outlook.co.uk,1985-10-20,33472,Male,White,Nonreligious,Married-civ-spouse,V70.0
G2676196N,Darrin,Heusner,HDa@outlook.co.uk,1959-09-24,33881,Male,White,,Divorced,250.00
F9671323K,Emilie,Hongisto,HEmilie@hotmail.com,1967-10-18,33033,Male,White,,Married-civ-spouse,250.00
T4732160C,Timothy,Hohmeier,HohmeT@hotmail.gov,1976-10-25,32792,Male,White,Protestant,Married-civ-spouse,401.9
T0475826I,Cheyenne,Bakken,BaCheyenn@hotmail.com,1961-09-07,34117,Male,White,Unknown,Married-civ-spouse,272.4
S5379803I,Hayley,Dibrell,Di@outlook.gov,1969-02-22,32725,Male,White,Unknown,Divorced,311
S6751695H,Susan,Delash,DeSusan@outlook.com,1966-05-04,32566,Male,White,Muslim,Divorced,272.4
S5525862G,Christen,Breitweiser,Christen@live.co.uk,1980-03-08,34771,Male,White,Unknown,Never-married,244.9
T2360478G,Alyssa,Cid,CiAlyssa@hotmail.gov,1999-02-11,33704,Male,White,Nonreligious,Never-married,401.1
G9419401Q,Paola,Demarinis,DemaP@hotmail.co.uk,1986-04-25,32209,Male,White,Other,Married-civ-spouse,401.1
G5827078N,Bethany,Scarlato,ScarBeth@outlook.gov,1937-05-07,34231,Male,White,Nonreligious,Married-civ-spouse,250.00
T9004972J,Kerri,Metott,MetoK@live.com,1974-02-10,32712,Male,White,Jewish,Married-civ-spouse,250.00
F5316226Q,Genaro,Zakes,ZakeGenaro@outlook.co.uk,1949-12-28,33414,Male,White,Unknown,Married-civ-spouse,244.9
S8583061I,Devontae,Aadland,A@outlook.gov,1980-11-30,32003,Male,White,,Married-civ-spouse,401.9
S1574634C,Jaylen,Nicolella,NicolellJa@outlook.com,1981-03-04,33418,Male,White,Unknown,Married-civ-spouse,401.1
T1810286B,Carlos,Gragert,Grager@outlook.com,1989-01-27,33469,Female,White,Other,Never-married,311
F7964100Q,Schuyler,Belgrave,BelgraSch@gmail.com,1995-08-22,32818,Male,White,Roman Catholic,Never-married,427.31
G1894228M,Trevon,Seacord,STrevo@live.co.uk,1970-12-14,33417,Male,White,Unknown,Married-civ-spouse,244.9
T0082131D,Kameron,Hovden,HovdKamer@gmail.com,1971-01-21,32534,Male,White,Unknown,Married-civ-spouse,401.9
T2501654H,Wendell,Paoletti,PaoletWendell@gmail.com,1996-07-25,33709,Male,White,Lutheran,Never-married,250.00
T1144336B,Dewayne,Mcclammy,McclammDewa@outlook.gov,1999-03-13,32808,Male,White,Unknown,Never-married,250.00
T1078284H,Kristi,Mcelheny,M@live.com,1976-06-21,34223,Male,Black,Roman Catholic,Divorced,272.4
S1646407D,Lisa,Lagergren,La@gmail.com,1988-07-02,33774,Male,White,Unknown,Married-civ-spouse,401.9
T0140597G,Marlene,Hitchman,HitchMarlen@live.gov,1983-09-01,34481,Male,White,Unknown,Never-married,250.00
T8136493A,Moriah,Stribling,StribMor@hotmail.gov,1961-02-18,32322,Female,White,,Divorced,244.9
G8357607M,Yasmine,Salek,Yasm@gmail.com,1961-10-21,33777,Male,White,Unknown,Married-civ-spouse,401.9
F3103604Q,Anna,Pearcy,PearcyA@live.co.uk,1969-12-30,32811,Female,Black,Unknown,Separated,401.9
S8526796E,Pablo,Mcdermond,McPablo@outlook.com,1964-12-09,33015,Male,White,Unknown,Married-civ-spouse,401.9
T9036342E,Darrian,Heiken,HeikenDar@gmail.com,1987-06-14,34761,Female,White,Unknown,Never-married,272.4
S8505601H,Trever,Dusett,DusettTrev@live.com,1980-01-06,33157,Male,White,Unknown,Never-married,250.00
T4837549I,Darrian,Riesner,RiesDarri@hotmail.co.uk,1979-12-04,32653,Male,White,,Separated,250.00
T0811310F,Anabel,Chism,ChAn@hotmail.gov,1975-04-26,33538,Female,White,Unknown,Never-married,272.4
G2326021L,Darlene,Bumstead,BumsteDarl@outlook.gov,1973-08-18,34974,Male,White,,Married-civ-spouse,427.31
G2722373R,Victor,Derderian,@outlook.co.uk,1992-07-27,32526,Male,White,,Married-civ-spouse,427.31
G0672349R,Simon,Matute,@gmail.com,1977-01-02,34668,Female,White,Unknown,Never-married,272.4
T9145609E,Ella,Faster,Faster@outlook.com,1969-06-02,32073,Male,White,Unknown,Married-civ-spouse,272.4
S8512166I,Jamil,Tuzzolo,TuzJ@gmail.com,1974-04-09,34684,Female,White,Other,Divorced,530.81
T3518477E,Noelle,Claes,ClNoelle@hotmail.com,1977-08-23,34683,Male,White,Unknown,Never-married,401.9
F2344728L,Jamaal,Delossanto,DelJamaa@hotmail.gov,1968-06-17,34785,Female,White,Nonreligious,Divorced,250.00
T8302445C,Earl,Penhallurick,PEarl@gmail.com,1969-10-18,34491,Male,Black,Unknown,Married-civ-spouse,401.9
S3591466H,Antoine,Enfort,EnfortAntoi@gmail.com,1989-05-15,32725,Male,White,Unknown,Married-civ-spouse,V70.0
G6513454M,Clifford,Sharlow,SharloCliffo@gmail.co.uk,1987-12-24,32935,Male,White,,Married-civ-spouse,V70.0
T4250315J,Fabian,Flournoy,FlournoyFab@gmail.co.uk,1994-11-19,34266,Female,White,Unknown,Never-married,311
T2989368C,Melisa,Babson,Babs@gmail.com,1979-11-01,32226,Male,White,,Separated,250.00
G4342530R,Francis,Dugger,DuF@gmail.com,1978-01-07,32839,Male,White,Unknown,Married-civ-spouse,311
G8152048T,Heidi,Gerry,GeHei@outlook.co.uk,1984-08-12,32159,Female,Asian,Unknown,Married-civ-spouse,311
G9096729X,Marc,Marchetta,MarchettMa@outlook.co.uk,1968-06-21,33496,Female,White,Nonreligious,Divorced,401.9
S2606280B,Mary,Hillaire,HiM@gmail.com,1970-11-22,33576,Female,White,Unknown,Married-civ-spouse,401.9
G7252458Q,Rusty,Wachowiak,WacR@hotmail.gov,1965-03-17,33711,Female,Black,,Never-married,V70.0
F9641026M,Erica,Shawgo,ShawgoEri@hotmail.com,1988-06-21,33809,Male,White,,Married-civ-spouse,272.4
S7438841H,Regan,Rosengren,Rosengr@hotmail.co.uk,1981-08-05,33710,Male,White,Methodist,Married-civ-spouse,401.9
S6236923Z,Bradley,Demman,B@live.gov,1998-12-03,34758,Male,White,Unknown,Never-married,272.4
G8093486Q,Ricky,Stackhouse,StaRick@gmail.co.uk,1971-11-23,32177,Female,Black,Nonreligious,Separated,V70.0
T9085269H,Alondra,Foreback,ForebaA@outlook.co.uk,1980-02-04,33313,Male,White,Unknown,Never-married,V70.0
